Date,Closing Price,Ln Price,Ln Return
1/2/2015,2058.199951,7.62958707,-0.000340021
1/5/2015,2020.579956,7.611139856,-0.018447213
1/6/2015,2002.609985,7.602206601,-0.008933255
1/7/2015,2025.900024,7.613769337,0.011562736
1/8/2015,2062.139893,7.631499506,0.017730169
1/9/2015,2044.810059,7.623060183,-0.008439322
1/12/2015,2028.26001,7.614933567,-0.008126617
1/13/2015,2023.030029,7.612351681,-0.002581886
1/14/2015,2011.27002,7.606521652,-0.005830029
1/15/2015,1992.670044,7.597230749,-0.009290903
1/16/2015,2019.420044,7.610565642,0.013334893
1/20/2015,2022.550049,7.612114395,0.001548752
1/21/2015,2032.119995,7.61683486,0.004720465
1/22/2015,2063.149902,7.631989173,0.015154313
1/23/2015,2051.820068,7.626482516,-0.005506656
1/26/2015,2057.090088,7.629047685,0.002565168
1/27/2015,2029.550049,7.615569397,-0.013478288
1/28/2015,2002.160034,7.601981894,-0.013587503
1/29/2015,2021.25,7.611471411,0.009489517
1/30/2015,1994.98999,7.598394312,-0.013077099
2/2/2015,2020.849976,7.611273482,0.01287917
2/3/2015,2050.030029,7.62560972,0.014336238
2/4/2015,2041.51001,7.621445014,-0.004164706
2/5/2015,2062.52002,7.631683825,0.010238811
2/6/2015,2055.469971,7.628259797,-0.003424028
2/9/2015,2046.73999,7.624003558,-0.00425624
2/10/2015,2068.590088,7.634622537,0.01061898
2/11/2015,2068.530029,7.634593503,-2.90342E-05
2/12/2015,2088.47998,7.644191798,0.009598295
2/13/2015,2096.98999,7.648258257,0.004066459
2/17/2015,2100.340088,7.649854557,0.0015963
2/18/2015,2099.679932,7.649540199,-0.000314359
2/19/2015,2097.449951,7.648477577,-0.001062622
2/20/2015,2110.300049,7.65458542,0.006107843
2/23/2015,2109.659912,7.654282034,-0.000303385
2/24/2015,2115.47998,7.657037007,0.002754972
2/25/2015,2113.860107,7.65627099,-0.000766017
2/26/2015,2110.73999,7.654793871,-0.001477119
2/27/2015,2104.5,7.651833188,-0.002960683
3/2/2015,2117.389893,7.657939427,0.006106238
3/3/2015,2107.780029,7.653390554,-0.004548873
3/4/2015,2098.530029,7.648992392,-0.004398161
3/5/2015,2101.040039,7.650187758,0.001195365
3/6/2015,2071.26001,7.635912402,-0.014275356
3/9/2015,2079.429932,7.639849064,0.003936662
3/10/2015,2044.160034,7.622742243,-0.017106821
3/11/2015,2040.23999,7.620822722,-0.001919521
3/12/2015,2065.949951,7.633345424,0.012522702
3/13/2015,2053.399902,7.627252187,-0.006093237
3/16/2015,2081.189941,7.640695096,0.013442909
3/17/2015,2074.280029,7.637369398,-0.003325698
3/18/2015,2099.5,7.6494545,0.012085102
3/19/2015,2089.27002,7.644570011,-0.004884489
3/20/2015,2108.100098,7.653542393,0.008972382
3/23/2015,2104.419922,7.651795137,-0.001747257
3/24/2015,2091.5,7.645636791,-0.006158346
3/25/2015,2061.050049,7.630970864,-0.014665926
3/26/2015,2056.149902,7.628590533,-0.002380331
3/27/2015,2061.02002,7.630956295,0.002365761
3/30/2015,2086.23999,7.643118677,0.012162382
3/31/2015,2067.889893,7.634283991,-0.008834686
4/1/2015,2059.689941,7.630310736,-0.003973255
4/2/2015,2066.959961,7.633834189,0.003523453
4/6/2015,2080.620117,7.640421261,0.006587073
4/7/2015,2076.330078,7.638357229,-0.002064033
4/8/2015,2081.899902,7.64103617,0.002678941
4/9/2015,2091.179932,7.645483746,0.004447576
4/10/2015,2102.060059,7.650673123,0.005189377
4/13/2015,2092.429932,7.646081316,-0.004591807
4/14/2015,2095.840088,7.647709749,0.001628432
4/15/2015,2106.629883,7.652844738,0.005134989
4/16/2015,2104.98999,7.652065991,-0.000778747
4/17/2015,2081.179932,7.640690287,-0.011375704
4/20/2015,2100.399902,7.649883035,0.009192748
4/21/2015,2097.290039,7.648401333,-0.001481702
4/22/2015,2107.959961,7.653475916,0.005074583
4/23/2015,2112.929932,7.655830857,0.002354941
4/24/2015,2117.689941,7.658081123,0.002250266
4/27/2015,2108.919922,7.65393121,-0.004149913
4/28/2015,2114.76001,7.656696615,0.002765404
4/29/2015,2106.850098,7.652949267,-0.003747348
4/30/2015,2085.51001,7.642768713,-0.010180553
5/1/2015,2108.290039,7.65363249,0.010863776
5/4/2015,2114.48999,7.656568923,0.002936433
5/5/2015,2089.459961,7.64466092,-0.011908003
5/6/2015,2080.149902,7.640195238,-0.004465681
5/7/2015,2088,7.643961949,0.003766711
5/8/2015,2116.100098,7.657330097,0.013368148
5/11/2015,2105.330078,7.65222754,-0.005102557
5/12/2015,2099.120117,7.649273544,-0.002953996
5/13/2015,2098.47998,7.648968543,-0.000305001
5/14/2015,2121.100098,7.659690147,0.010721605
5/15/2015,2122.72998,7.660458266,0.000768118
5/18/2015,2129.199951,7.663501578,0.003043313
5/19/2015,2127.830078,7.662857997,-0.000643582
5/20/2015,2125.850098,7.661927047,-0.000930949
5/21/2015,2130.820068,7.664262193,0.002335146
5/22/2015,2126.060059,7.662025808,-0.002236385
5/26/2015,2104.199951,7.651690603,-0.010335205
5/27/2015,2123.47998,7.660811522,0.009120919
5/28/2015,2120.790039,7.659543958,-0.001267564
5/29/2015,2107.389893,7.653205443,-0.006338515
6/1/2015,2111.72998,7.655262786,0.002057343
6/2/2015,2109.600098,7.654253681,-0.001009105
6/3/2015,2114.070068,7.656370311,0.002116629
6/4/2015,2095.840088,7.647709749,-0.008660562
6/5/2015,2092.830078,7.646272533,-0.001437215
6/8/2015,2079.280029,7.639776973,-0.00649556
6/9/2015,2080.149902,7.640195238,0.000418265
6/10/2015,2105.199951,7.65216573,0.011970492
6/11/2015,2108.860107,7.653902847,0.001737117
6/12/2015,2094.110107,7.646883972,-0.007018875
6/15/2015,2084.429932,7.642250683,-0.004633289
6/16/2015,2096.290039,7.647924413,0.00567373
6/17/2015,2100.439941,7.649902097,0.001977684
6/18/2015,2121.23999,7.659756098,0.009854
6/19/2015,2109.98999,7.654438482,-0.005317615
6/22/2015,2122.850098,7.660514851,0.006076368
6/23/2015,2124.199951,7.661150517,0.000635666
6/24/2015,2108.580078,7.653770051,-0.007380466
6/25/2015,2102.310059,7.650792047,-0.002978004
6/26/2015,2101.48999,7.650401891,-0.000390156
6/29/2015,2057.639893,7.629314922,-0.021086969
6/30/2015,2063.110107,7.631969884,0.002654962
7/1/2015,2077.419922,7.638881981,0.006912097
7/2/2015,2076.780029,7.63857391,-0.00030807
7/6/2015,2068.76001,7.634704678,-0.003869232
7/7/2015,2081.340088,7.640767238,0.006062561
7/8/2015,2046.680054,7.623974273,-0.016792965
7/9/2015,2051.310059,7.626233921,0.002259648
7/10/2015,2076.620117,7.638496907,0.012262986
7/13/2015,2099.600098,7.649502176,0.011005269
7/14/2015,2108.949951,7.653945449,0.004443273
7/15/2015,2107.399902,7.653210193,-0.000735256
7/16/2015,2124.290039,7.661192926,0.007982734
7/17/2015,2126.639893,7.662298498,0.001105572
7/20/2015,2128.280029,7.663069434,0.000770936
7/21/2015,2119.209961,7.658798638,-0.004270796
7/22/2015,2114.149902,7.656408073,-0.002390565
7/23/2015,2102.149902,7.650715863,-0.00569221
7/24/2015,2079.649902,7.639954842,-0.010761021
7/27/2015,2067.639893,7.634163087,-0.005791755
7/28/2015,2093.25,7.646473161,0.012310074
7/29/2015,2108.570068,7.653765304,0.007292143
7/30/2015,2108.629883,7.653793671,2.83672E-05
7/31/2015,2103.840088,7.651519567,-0.002274104
8/3/2015,2098.040039,7.648758873,-0.002760694
8/4/2015,2093.320068,7.646506634,-0.002252239
8/5/2015,2099.840088,7.649616472,0.003109838
8/6/2015,2083.560059,7.641833276,-0.007783196
8/7/2015,2077.570068,7.638954253,-0.002879023
8/10/2015,2104.179932,7.651681089,0.012726836
8/11/2015,2084.070068,7.642078024,-0.009603065
8/12/2015,2086.050049,7.643027628,0.000949604
8/13/2015,2083.389893,7.641751602,-0.001276026
8/14/2015,2091.540039,7.645655934,0.003904332
8/17/2015,2102.439941,7.650853826,0.005197892
8/18/2015,2096.919922,7.648224843,-0.002628983
8/19/2015,2079.610107,7.639935707,-0.008289137
8/20/2015,2035.72998,7.618609746,-0.02132596
8/21/2015,1970.890015,7.586240504,-0.032369242
8/24/2015,1893.209961,7.546029059,-0.040211444
8/25/2015,1867.609985,7.53241481,-0.01361425
8/26/2015,1940.51001,7.570706109,0.0382913
8/27/2015,1987.660034,7.594713364,0.024007254
8/28/2015,1988.869995,7.595321915,0.000608551
8/31/2015,1972.180054,7.586894836,-0.008427078
9/1/2015,1913.849976,7.556872186,-0.03002265
9/2/2015,1948.859985,7.574999858,0.018127671
9/3/2015,1951.130005,7.576163973,0.001164116
9/4/2015,1921.219971,7.560715665,-0.015448309
9/8/2015,1969.410034,7.585489302,0.024773637
9/9/2015,1942.040039,7.571494266,-0.013995036
9/10/2015,1952.290039,7.576758341,0.005264075
9/11/2015,1961.050049,7.581235348,0.004477007
9/14/2015,1953.030029,7.577137307,-0.004098041
9/15/2015,1978.089966,7.589886994,0.012749688
9/16/2015,1995.310059,7.598554735,0.008667741
9/17/2015,1990.199951,7.595990391,-0.002564345
9/18/2015,1958.030029,7.57969416,-0.016296231
9/21/2015,1966.969971,7.584249552,0.004555392
9/22/2015,1942.73999,7.571854622,-0.01239493
9/23/2015,1938.76001,7.569803878,-0.002050744
9/24/2015,1932.23999,7.566435225,-0.003368652
9/25/2015,1931.339966,7.565969324,-0.000465902
9/28/2015,1881.77002,7.539968113,-0.026001211
9/29/2015,1884.089966,7.541200207,0.001232094
9/30/2015,1920.030029,7.560096105,0.018895898
10/1/2015,1923.819946,7.562068044,0.001971939
10/2/2015,1951.359985,7.576281837,0.014213793
10/5/2015,1987.050049,7.59440643,0.018124594
10/6/2015,1979.920044,7.590811741,-0.003594689
10/7/2015,1995.829956,7.598815261,0.00800352
10/8/2015,2013.430054,7.607595041,0.00877978
10/9/2015,2014.890015,7.60831989,0.000724849
10/12/2015,2017.459961,7.609594554,0.001274664
10/13/2015,2003.689941,7.60274573,-0.006848824
10/14/2015,1994.23999,7.598018299,-0.004727431
10/15/2015,2023.859985,7.612761851,0.014743551
10/16/2015,2033.109985,7.617321912,0.004560061
10/19/2015,2033.660034,7.617592421,0.000270509
10/20/2015,2030.77002,7.61617032,-0.001422101
10/21/2015,2018.939941,7.610327871,-0.005842449
10/22/2015,2052.51001,7.626818718,0.016490847
10/23/2015,2075.149902,7.637788672,0.010969954
10/26/2015,2071.179932,7.635873739,-0.001914933
10/27/2015,2065.889893,7.633316353,-0.002557386
10/28/2015,2090.350098,7.645086842,0.011770488
10/29/2015,2089.409912,7.644636966,-0.000449876
10/30/2015,2079.360107,7.639815484,-0.004821482
11/2/2015,2104.050049,7.651619361,0.011803877
11/3/2015,2109.790039,7.654343714,0.002724353
11/4/2015,2102.310059,7.650792047,-0.003551667
11/5/2015,2099.929932,7.649659257,-0.00113279
11/6/2015,2099.199951,7.649311575,-0.000347682
11/9/2015,2078.580078,7.639440285,-0.009871291
11/10/2015,2081.719971,7.64094974,0.001509455
11/11/2015,2075,7.637716433,-0.003233307
11/12/2015,2045.969971,7.623627269,-0.014089163
11/13/2015,2023.040039,7.612356629,-0.011270641
11/16/2015,2053.189941,7.627149931,0.014793303
11/17/2015,2050.439941,7.625809654,-0.001340277
11/18/2015,2083.580078,7.641842884,0.01603323
11/19/2015,2081.23999,7.640719144,-0.00112374
11/20/2015,2089.169922,7.6445221,0.003802955
11/23/2015,2086.590088,7.643286476,-0.001235624
11/24/2015,2089.139893,7.644507726,0.00122125
11/25/2015,2088.870117,7.644378585,-0.000129141
11/27/2015,2090.110107,7.644972026,0.000593441
11/30/2015,2080.409912,7.640320226,-0.0046518
12/1/2015,2102.629883,7.650944165,0.010623939
12/2/2015,2079.51001,7.639887573,-0.011056593
12/3/2015,2049.620117,7.625409746,-0.014477827
12/4/2015,2091.689941,7.645727602,0.020317856
12/7/2015,2077.070068,7.638713559,-0.007014044
12/8/2015,2063.590088,7.632202506,-0.006511052
12/9/2015,2047.619995,7.62443342,-0.007769086
12/10/2015,2052.22998,7.626682276,0.002248856
12/11/2015,2012.369995,7.607068408,-0.019613868
12/14/2015,2021.939941,7.611812696,0.004744288
12/15/2015,2043.410034,7.622375277,0.01056258
12/16/2015,2073.070068,7.636785912,0.014410636
12/17/2015,2041.890015,7.621631136,-0.015154776
12/18/2015,2005.550049,7.603673641,-0.017957495
12/21/2015,2021.150024,7.611421947,0.007748306
12/22/2015,2038.969971,7.620200043,0.008778096
12/23/2015,2064.290039,7.63254164,0.012341596
12/24/2015,2060.98999,7.630941724,-0.001599915
12/28/2015,2056.5,7.628760788,-0.002180936
12/29/2015,2078.360107,7.639334452,0.010573664
12/30/2015,2063.360107,7.632091053,-0.007243399
12/31/2015,2043.939941,7.622634568,-0.009456485
